Dish Name,Dish Description,Restaurant Name,Dish MRP,Discount,Dicounted Price,Tax,Dish Type,Dish Cuisine,Dish Course
French Blueberry Cheesecake Jar,"[Eggless]. 150 gm. Smooth, rich, fresh, and with a dense texture of cheesecake appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (689 Calories, Protein-7g, Carbs-56g)",The Dessert Heaven - Pure Veg,259.0,82.88,176.12,46.62,veg,American,Dessert
Strawberry Cheesecake Jar,"[Eggless]. Mini Jar (150 gm).Smooth, rich, fresh, and with a dense texture of cheesecake and Strawberry. appropriately constructed in a jar. Feeling low today? Gift yourself this amazing cake dessert which comes in a premium glass jar. (735 Calories, Protein-7g, Carbs-69g)",The Dessert Heaven - Pure Veg,259.0,82.88,176.12,46.62,veg,American,Beverage
Mango Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Mango Bomb Cake, where cake is placed inside a bomb-shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone. ( 6 Serving, 1923 Calories each, Protein-33g each, Carbs-338g each)",The Dessert Heaven - Pure Veg,1399.0,447.68,951.3199999999999,251.82,veg,American,Dessert
Chocolate Truffle Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Chocolate Truffle Bomb Cake, where chocolate truffle cake is placed inside a bomb-shaped container that is lit up to open with an unintended explosion. Celebrate the moments and We stand by our promise, of sweeter celebrations with CakeZone.( 6 Serving, 388 Calories each, Protein-5g each, Carbs-53g each)",The Dessert Heaven - Pure Veg,1769.0,566.08,1202.92,318.42,veg,American,Dessert
Butterscotch Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Mango Bomb Cake, where cake is placed inside a bomb-shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone ( 6 Serving, 912 Calories each, Protein-18g each, Carbs-176g each)",The Dessert Heaven - Pure Veg,1689.0,540.48,1148.52,304.02,veg,American,Dessert
Rasmalai Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Rasmalai Bomb Cake, where cake is placed inside a bomb-shaped container that is lit up to open with an unintended explosion. Celebrate the moments and We stand by our promise, of sweeter celebrations with CakeZone. (6 Serving, 824 Calories, Protein-14g each, Carbs-131g each)",The Dessert Heaven - Pure Veg,1709.0,546.88,1162.12,307.62,veg,American,Dessert
Cute Teddy Butterscotch Bomb Cake - 500 Grams,"[ 500 Gms ]. Bomb cakes are excellent for all occasions try our Mango Bomb Cake, where cake is placed inside a bomb-shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone ( 6 Serving, 912 Calories each, Protein-18g each, Carbs-176g each)",The Dessert Heaven - Pure Veg,1709.0,546.88,1162.12,307.62,veg,American,Dessert
Red Velvet Bomb Cake - 500 Grams,"[500 grams]. Bomb cakes are wonderful for all occasions try our Red Velvet Bomb Cake, where red velvet cake is placed inside the bomb shaped container that is lighted up to open with an unintended explosion. Celebrate the moments and We stand by our promise, sweeter celebrations with CakeZone.( 6 Serving, 370 Calories each, Protein-4g each, Carbs-47g each)",The Dessert Heaven - Pure Veg,1949.0,623.68,1325.3200000000002,350.82,veg,American,Dessert
Vanilla Pineapple Lunch Box Cake,"[Eggless]Bento Cakes are always the best for sweeter celebrations, try our special vanilla pineapple Lunch box
 bento cake and mark the memories.(one bento cake, 644 calories, 11gms Protien, 103gms carbs)",The Dessert Heaven - Pure Veg,219.0,70.08,148.92000000000002,39.42,veg,American,Dessert
Butterscotch Lunch Box Cake,"[Eggless] Lunch Box Bento Cakes are always the best for sweeter celebrations, try our special butterscotch bento cake and mark the memories.(one bento cake, 846 calories, 10gms Protien, 166gms carbs)",The Dessert Heaven - Pure Veg,229.0,73.28,155.72,41.22,veg,American,Dessert
Chocolate Truffle Lunch Box Cake,"[Eggless]Lunch box Bento Cakes are always the best for sweeter celebrations, try our special chocolate truffle bento cake and mark the memories.(one bento cake, 1416 calories, 15gms Protien, 185gms carbs)",The Dessert Heaven - Pure Veg,239.0,76.48,162.51999999999998,43.02,veg,American,Dessert
Red Velvet Lunch Box Cake,"[Eggless]Lunch Box Bento Cakes are always the best for sweeter celebrations, try our special red velvet bento cake and mark the memories.(one bento cake, 856 calories, 9gms Protien, 115gms carbs)",The Dessert Heaven - Pure Veg,249.0,79.68,169.32,44.82,veg,American,Dessert
Pack Of 2 Lunch Box Cakes,"Lunch Box Bento Cakes are always the best for sweeter celebrations, try our special red velvet and chocolate truffle  bento cakes and mark the memories.(one bento cake each, 856 calories, 9gms Protien, 115gms carbs)",The Dessert Heaven - Pure Veg,399.0,127.68,271.32,71.82,veg,American,Dessert
Dark Chocolate Pinata Heart Shape Dome Cake,"[Eggless]. 500 gms. Share your love with the most gorgeous person you think by sharing this Dark Chocolate Pinata Heart Shape Dome Cake. This delicious treat made with rich dark chocolate base.(4 Serving, 443calories, 12 gms Protein, 56gms Carbs).",The Dessert Heaven - Pure Veg,0.0,0.0,407.32,0.0,veg,American,Dessert
Dark Chocolate Pinata Half Dome Cake,"[Eggless]. 500 gms. Are you excited to know what is inside? Make your soulmate feel special by endowing this Dark Chocolate Pinata Half Dome Cake. This delicious treat made with rich dark chocolate base.(4 Serving, 443calories, 12 gms Protein, 56gms Carbs).",The Dessert Heaven - Pure Veg,0.0,0.0,407.32,0.0,veg,American,Dessert
Dark Chocolate Pinata Full Round Dome Cake,"[Eggless]. (650-700 Gms) . Are you excited to know what is inside? Make your soulmate feel special on Valentine's Day by endowing this half-round pinata cake.(4 Serving, 443calories, 12 gms Protein, 56gms Carbs).",The Dessert Heaven - Pure Veg,0.0,0.0,407.32,0.0,veg,American,Dessert
50 Years Of Love Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Anniversary Sweet Love Heart Shape Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
25 Years Of Love Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Love Theme Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Anniversary Heart Shape Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Anniversary Mom & Dad Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Chocolate Heart Cake,"500 gms. when ever you touches me my heart will melt like this chocolate heart cake. lets taste the chocolate poured heart cake together.(6 Serving, 2328 calories, 31gms Protein, 319gms Carbs).",The Dessert Heaven - Pure Veg,0.0,0.0,339.32,0.0,veg,American,Dessert
Unconditional Love Heart Shape Photo Cake,"Nothing will express your love better than a heart-shaped chocolate cake, it's a cake which your loved ones would be amazed to see and make your day memorable.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Together Forever Heart Shape Photo Cake,"Cake is symbol of love to express when words are inadequate. Amaze your loved ones with our specially made cake and celebrate the moments.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Redvelvet Square Cake - 300 Gms,"300 gms. Want to try the queen of all layer's cake? There is more about red velvet cake than just the added red color. Taste the delicious cake made of spongy layers and the fondant made hearts on the top of the cake. Perhaps the important than the taste is texture of the cake which is soft, tender and very tasty. All our cakes are made fresh and with love, with No added preservatives, all-natural, and best-quality ingredients safe for children and adults alike.",The Dessert Heaven - Pure Veg,499.0,159.68,339.32,89.82,veg,American,Dessert
Rasmalai Square Cake - 300 Gms,"300 gms. Want to taste the combination of our traditional sweet rasmalai and cake?? Try our Rasmalai Square cake, and enjoy the moments, this cake is prepared with rasmalai and layered vanilla sponges and some dry fruits sparkled on it gives the elegant look and gives delicious taste to the cake. All our cakes are made fresh and with love, with No added preservatives, all-natural, and best-quality ingredients safe for children and adults alike.(6 serving, 710 calories, 11 gms Protien, 111gms carbs)",The Dessert Heaven - Pure Veg,429.0,137.28,291.72,77.22,veg,American,Dessert
Chocolate Square Cake - 300 Gms,"300 gms.  Who will not love to eat chocolate cake? Add some royal chocolate in your celebrations by having our Chocolate square cake and enjoy the moments, this cake is filled with full of chocolate lava around and layered vanilla sponges. All our cakes are made fresh and with love, with No added preservatives, all-natural, and best-quality ingredients safe for children and adults alike.(6 serving, 910 calories, 5gms Protien, 138gms carbs)",The Dessert Heaven - Pure Veg,429.0,137.28,291.72,77.22,veg,American,Dessert
Gulab Jamun Vanilla Square Cake - 300 Gms,"300 gms. Gulab Jamun is one of the most loved and tastiest deserts, want to taste the combination of Gulab jamun with vanilla cake? Try our Gulab Jamun Vanilla Square Cake, this cake is made of lovely vanilla spongy layers and sparkled dry pista and delightful Gulab jamun on the top. All our cakes are made fresh and with love, with No added preservatives, all-natural, and best-quality ingredients safe for children and adults alike.(6 serving, 929 calories, 12gms Protien, 138gms carbs)",The Dessert Heaven - Pure Veg,429.0,137.28,291.72,77.22,veg,Indian,Dessert
Butterscotch Square Cake - 300 Gms,"300gms. Celebration without cake is just gathering let's make the celebrations memorable and add some butterscotch sparkle in your parties by having our Butterscotch Square Cake, this cake is filled with butterscotch around which gives you the crunchy and esthetic taste. All our cakes are made fresh and with love, with No added preservatives, all-natural, and best-quality ingredients safe for children and adults alike.(6 serving, 870 calories, 6gms Protien, 138gms carbs)",The Dessert Heaven - Pure Veg,399.0,127.68,271.32,71.82,veg,American,Dessert
Happy Birthday Sister Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Best Friend Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Dear Heart Shape Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Heart Shape Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Sweet Heart Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Dear Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Semi Round Or Half Birthday Cake,"The baby completed 6 months..? Lets celebrate half year birthday of the baby by cutting this half birthday cake.(6 Servings, 305 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Dad Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Mom Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Happy Birthday Brother Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
1st Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
2nd Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
3rd Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
4th Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
5th Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
6th Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
7th Birthday Photo Cake,"Enjoy our theme-based photo cakes. You can choose the flavor which you like most.  All our cakes are made fresh and with love, with No added preservatives, all-natural, and best quality ingredients safe for children and adults alike.(6 Servings, 262 calories each)",The Dessert Heaven - Pure Veg,0.0,0.0,468.52,0.0,veg,American,Dessert
Nora's Premium Gift Hamper,"Spread your love and sweetness among your loved ones with our CakeZone's special Nora's Premium Gift Hamper, this consists of -
1. Cake Pops box (4 Pieces) - 1 Box,
2. Chocolate Coated Cashews (100 gms) - 1 Box,
3. Chocolate Coated Almonds (100 gms) - 1 Box,
4. Pack of 4 mini cheesecake jar,
5. Candle - 4 Pcs.",The Dessert Heaven - Pure Veg,2199.0,703.68,1495.3200000000002,395.82,veg,Indian,Starter
Classic Gift Hamper,"Spread your love and sweetness of among your loved ones with our CakeZone's special Elegant Gift Hamper, this consists of -
1. Cake Pops box (4 Pieces) - 1 Box,
2. Chocolate Coated Cashews (100 gms) - 1 Box,
3. Chocolate Coated Almonds (100 gms) - 1 Box,
4. Cheesecake - 500 grams,
5. Candle - 4 Pcs.",The Dessert Heaven - Pure Veg,1499.0,479.68,1019.3199999999999,269.82,veg,Indian,Beverage
Elegant Gift Hamper,"Spread your love and sweetness among your loved ones with our CakeZone's special Elegant Gift Hamper, this consists of -
1. Cake Pops box (4 Pieces) - 1 Box,
2. Chocolate Coated Cashews (100 gms) - 1 Box,
3. Chocolate Coated Almonds (100 gms) - 1 Box,
4. Cheesecake - 500 grams,
5. Candle - 4 Pcs.",The Dessert Heaven - Pure Veg,1999.0,639.68,1359.3200000000002,359.82,veg,[],[]
Anniversary Combo,,The Dessert Heaven - Pure Veg,539.0,172.48,366.52,97.02,veg,Vietnamese,Starter
Birthday Combo,,The Dessert Heaven - Pure Veg,679.0,217.28,461.72,122.22,veg,Vietnamese,Starter
Spoon And Tissue,,The Dessert Heaven - Pure Veg,9.0,2.88,6.12,1.62,veg,Chinese,Starter
Paper Popper (Pack Of 2),,The Dessert Heaven - Pure Veg,249.0,79.68,169.32,44.82,veg,American,Dessert
Knife And Candle,,The Dessert Heaven - Pure Veg,9.0,2.88,6.12,1.62,veg,Chinese,Starter
Sparkle Candle (Pack Of 2),,The Dessert Heaven - Pure Veg,69.0,22.08,46.92,12.42,veg,American,Dessert
Happy Birthday Greeting Card,,The Dessert Heaven - Pure Veg,51.0,16.32,34.68,9.18,veg,[],[]
Magic Candles (Pack Of 2),,The Dessert Heaven - Pure Veg,129.0,41.28,87.72,23.22,veg,American,Dessert
To My Better Half Greeting Card,,The Dessert Heaven - Pure Veg,51.0,16.32,34.68,9.18,veg,American,Dessert
Snow Spray (Pack Of 2),,The Dessert Heaven - Pure Veg,249.0,79.68,169.32,44.82,veg,American,Dessert
Happy Birthday Candles,,The Dessert Heaven - Pure Veg,189.0,60.48,128.52,34.02,veg,[],[]
Paper Popper,,The Dessert Heaven - Pure Veg,129.0,41.28,87.72,23.22,veg,South Indian,Main Course
Party Balloons (Pack Of 20),,The Dessert Heaven - Pure Veg,199.0,63.68,135.32,35.82,veg,Indian,Dessert
Birthday Caps (Pack Of 12),,The Dessert Heaven - Pure Veg,169.0,54.08,114.92,30.42,veg,American,Dessert
Flower Candle (Pack Of 2),,The Dessert Heaven - Pure Veg,249.0,79.68,169.32,44.82,veg,American,Dessert
Sparkle Candle,,The Dessert Heaven - Pure Veg,39.0,12.48,26.52,7.02,veg,[],[]
Magic Candle,,The Dessert Heaven - Pure Veg,69.0,22.08,46.92,12.42,veg,American,Dessert
Snow Spray,,The Dessert Heaven - Pure Veg,129.0,41.28,87.72,23.22,veg,[],[]
Birthday Caps (Pack Of 6),,The Dessert Heaven - Pure Veg,89.0,28.48,60.519999999999996,16.02,veg,American,Dessert
Party Balloons - Pack Of 10,,The Dessert Heaven - Pure Veg,109.0,34.88,74.12,19.62,veg,Indian,Dessert
Flower Candle,,The Dessert Heaven - Pure Veg,129.0,41.28,87.72,23.22,veg,American,Dessert
Happy Labour Day Photo Cake,,CakeZone,0.0,0.0,389.78999999999996,0.0,veg,American,Dessert
May Day Photo Cake,,CakeZone,0.0,0.0,389.78999999999996,0.0,veg,American,Dessert
Happy Labour Day Photo Cupcake,,CakeZone,0.0,0.0,334.89,0.0,veg,American,Dessert
Pineapple Vanilla Cake,"Pineapple goes on Pizza or Not? It definitely goes well with our perfect and freshly prepared cakes. Best choice for Birthday cake or Anniversary cake. [ Vanilla Sponge + Pineapple Fruit + Pineapple Crush + Cherry + Cream] ( 6 Serving, 282 calories each, protein - 6g each, carbs - 43g)",CakeZone,0.0,0.0,261.69,0.0,egg,American,Dessert
Mango Fruit Cake,"Bite into CakeZone's artisanal Mango fruit cake topped with tasty mangoes and our fresh cream made right after the order is placed. We stand by our promise of delivering sweeter celebrations. [Vanilla Sponge + Mango filling + Cream] (6 serving, 334 calories each, Protein-7g each, Carbs-56g each)",CakeZone,0.0,0.0,267.78999999999996,0.0,egg,American,Dessert
Vanilla Cake - Egg,"Vanilla gives you the classy taste, the layered sponges and vanilla flavor is the best to celebrate the moments. try our Vanilla cake and We stand by our promise, sweeter celebrations with CakeZone. [ Vanilla Sponge + Vanilla Cream] (6 Serving, 209 calories each, protein-3g each, Carbs-35g each)",CakeZone,0.0,0.0,273.89,0.0,egg,Indian,Starter
Mango Gateaux Cake,"Mango, cake and cream - a combination to invokes your childhood nostalgia. We stand by our promise, sweeter celebrations with CakeZone. (6 Serving, 132 calories each, protein-3g each, carbs-19g each)",CakeZone,0.0,0.0,286.09000000000003,0.0,egg,American,Dessert
Butterscotch Overload Egg Cake,"Good old butterscotch cake - just overload of it to give you an unmatched taste. Best choice for Birthday cake or Anniversary cake. [ Vanilla Sponge + Butterscotch nuts + Butterscotch crush] (6 serving, 165 calories each, protein-4g each, carbs-29g each)",CakeZone,0.0,0.0,279.99,0.0,egg,Indian,Starter
Chocolate Truffle Cake,"If it were easy to resist, it would not be called chocolate cake. Try our bestseller to taste real freshness. Best choice for Birthday cake or Anniversary cake. [ Chocolate Sponge + Truffle + Chocolate layering] (6 Serving, 401 calories each, protein-7g each, carbs- 53g each)",CakeZone,0.0,0.0,298.28999999999996,0.0,egg,American,Dessert
Black Forest Cake,"Several layers of chocolate cake, with cherry filling, with lashings of whipped cream between each layer. The cake is then decorated with piped, whipped cream, maraschino cherries, and chocolate shavings. We stand by our promise, sweeter celebrations with CakeZone. [ Chocolate Sponge + Cherry + Chocolate Flakes] (6 Serving, 340 calories each, protein-6g each, carbs-56g each)",CakeZone,0.0,0.0,298.28999999999996,0.0,egg,American,Dessert
Fruit Cake,"Fruits artisenally arranged on our freshly made cakes to offer you an unmatched taste. Don't compromise on your special occasions. [ Vanilla Sponge + Apple + Pineapple + cherry+ Cream ] (6 serving, 140 calories each, protein-3g each, carbs-21g each)",CakeZone,0.0,0.0,316.59000000000003,0.0,egg,American,Dessert
Death By Chocolate Cake,"Did you know Chocolate is powerfull anti oxidant? Imporoves Blood flow and lowers blood pressure. So why wait, try our premium chocolate cake. Made with freshly baked Chocolate sponge cake. [ Chocolate Sponge + Chocolate Chips + Truffle + Mousse Cream] (6 Serving, 256 calories each, protein-5g each, carbs-39g each)",CakeZone,0.0,0.0,322.69,0.0,egg,American,Dessert
Layered Chocolate Truffle Egg Cake,"Let's face it, you can not resist our chocolate cake. Freshly made after the order is placed. Don't compromise on your special occasions. [ Chocolate Sponge + Truffle + Double Chocolate layering ] (6 Serving, 401 calories each, protein-7g each, carbs- 53g each)",CakeZone,0.0,0.0,322.69,0.0,egg,American,Dessert
Cute Teddy Butterscotch Egg Cake,"Classic Butter Scotch Cake is made by our creative and amazing chefs, made freshly after you place the order. [ Vanilla Sponge + Butterscotch nuts + Butterscotch crush] (6 Serving, 242 calories each, protein-3g each, carbs-42g each)",CakeZone,0.0,0.0,347.09000000000003,0.0,egg,Indian,Starter
Irish Coffee Cake,"Inspired by Irish Coffee, perfect for coffee lovers who want freshly made cakes. Being a cloud kitchen, we don't store any products and all our cakes and freshly prepared after receiving the order. [ Vanilla Sponge + Irish Coffee + Coffee Powder + Cream ]",CakeZone,0.0,0.0,298.28999999999996,0.0,egg,American,Beverage
Red Velvet Egg Cake,"Preparation starts after receiving the order. No storage. Scrumptious and tempting, creamy red velvet cake with the taste of cocoa and sugar. (6 Serving, 383 calories each, protein-6g each, carbs-47g each)",CakeZone,0.0,0.0,420.29,0.0,egg,American,Dessert
Pineapple Vanilla Eggless Cake,"[Eggless/veg] Pineapple goes on Pizza or Not? It definitely goes well with our perfect and freshly prepared cakes. Best choice for Birthday cake or Anniversary cake. (Vanilla Sponge + Pineapple Fruit + Pineapple Crush + Cherry + Cream) (6 Serving, 268 calories each, protein- 5g each, carbs-43g each)",CakeZone,0.0,0.0,261.69,0.0,veg,American,Dessert
Butterscotch Overload Eggless Cake,"[ Eggless/Veg ] Good old butterscotch cake - just overload of it to give you an unmatched taste. Best choice for Birthday cake or Anniversary cake. (Vanilla Sponge + Butterscotch nuts + Butterscotch crush) (6 Serving, 152 calories each, protein-3g each, carbs-29g each)",CakeZone,0.0,0.0,261.69,0.0,veg,American,Dessert
Mango Fruit Eggless Cake,"[ Eggless/Veg ] Bite into CakeZone's artisanal Mango fruit cake topped with tasty mangoes and our fresh cream made right after the order is placed. We stand by our promise of delivering sweeter celebrations. [ Vanilla Sponge + Mango filling + Mango Crush + Cream] (6 serving, 321 Calories each, protein-6g each, Carbs-56g each)",CakeZone,0.0,0.0,267.78999999999996,0.0,veg,American,Dessert
Vanilla Eggless Cake,"[ Eggless/Veg ] Vanilla gives you the classy taste, the layered sponges and vanilla flavor is the best to celebrate the moments. try our Vanilla cake and We stand by our promise, sweeter celebrations with CakeZone. (Vanilla Sponge + Vanilla Cream) (6 Serving, 209 calories each, protein-3g each, carbs-35g each)",CakeZone,0.0,0.0,286.09000000000003,0.0,veg,American,Dessert
Mango Gateaux Eggless Cake,"[Eggless/Veg]. Mango, cake and cream - a combination to invokes your childhood nostalgia. We stand by our promise, sweeter celebrations with CakeZone. ( 6 serving, 119 calories each, protein-1g each, carbs-19g each)",CakeZone,0.0,0.0,298.28999999999996,0.0,veg,American,Dessert
Chocolate Truffle Eggless Cake,"Serves 0 | [ Eggless/Veg ] If it were easy to resist, it would not be called chocolate cake. Try our bestseller to taste real freshness. Best choice for Birthday cake or Anniversary cake. (Chocolate Sponge + Truffle + Chocolate layering) (6 Serving, 388 calories each, protein-5g each, carbs - 53g each)",CakeZone,0.0,0.0,304.39,0.0,veg,American,Dessert
Black Forest Eggless Cake,"[ Eggless/Veg ] Several layers of chocolate cake, with cherry filling, with lashings of whipped cream between each layer. The cake is then decorated with piped, whipped cream, maraschino cherries, and chocolate shavings. We stand by our promise, sweeter celebrations with CakeZone. (Chocolate Sponge + Cherry + Chocolate Flakes) ( 6 Serving, 327 calories each, protein-5g each, carbs-56g each)",CakeZone,0.0,0.0,304.39,0.0,veg,American,Dessert
Death By Chocolate Eggless Cake,"[ Eggless/Veg ] Did you know Chocolate is powerfull anti oxidant? Imporoves Blood flow and lowers blood pressure. So why wait, try our premium chocolate cake. Made with freshly baked Chocolate sponge cake. (Chocolate Sponge + Chocolate Chips + Truffle + Mousse Cream) (6 Serving, 243 calories each, protein-4g each, carbs-39g each)",CakeZone,0.0,0.0,304.39,0.0,veg,American,Dessert
Cute Teddy Butterscotch Eggless Cake,"[ Eggless/Veg ] Classic Butter Scotch Cake is made by our creative and amazing chefs, made freshly after you place the order. [ Vanilla Sponge + Butterscotch nuts + Butterscotch crush) (6 Serving, 229 calories each, protein-1g each, carbs-42g each)",CakeZone,0.0,0.0,316.59000000000003,0.0,veg,American,Dessert
Fruit Eggless Cake,"[ Eggless/Veg ] Fruits artisenlly arranged on our freshly made cakes to offer you an unmatched taste. Don't compromise on your special occasions. [ Vanilla Sponge + Apple + Pineapple + Cherry + Cream] (6 Serving, 126 calories each, protein-2g each, carbs-21g each)",CakeZone,0.0,0.0,340.99,0.0,veg,American,Dessert
Layered Chocolate Truffle Eggless Cake,"[ Eggless/Veg ] Let's face it, you can not resist our chocolate cake. Freshly made after the order is placed. Don't compromise on your special occasions. [ Chocolate Sponge + Truffle + Double Chocolate layering ]  (6 Serving, 388 calories each, protein-5g each, carbs - 53g each)",CakeZone,0.0,0.0,347.09000000000003,0.0,veg,American,Dessert
